timestamp,vehicle_id,step,simulation_time,latitude,longitude,altitude,slope,energy_consumption,speed,angle,edge_id
2025-04-23 00:38:04.395110,veh0,1,1.0,39.75144381524373,30.481948733228943,810.3657414034611,9.38590219833996,0.0308641975308642,0.0,224.75196787185064,-698869618
2025-04-23 00:38:05.395110,veh0,2,2.0,39.75143733578863,30.48194086667484,810.5287418744211,9.385902198337728,0.5058328456223362,1.0,224.75196787185064,-698869618
2025-04-23 00:38:06.395110,veh0,3,3.0,39.75142333191122,30.481926641217406,810.6241231424017,4.804093174736212,0.7804397229606738,2.0,221.24853938868063,-698869618
2025-04-23 00:38:07.395110,veh0,4,4.0,39.75140119151034,30.481907855817646,810.4320503240808,-3.7390956392083865,0.30296162201014054,2.9468,214.83250778624623,-698869618
2025-04-23 00:38:07.395110,veh1,4,4.0,39.75144381524373,30.481948733228943,810.3657414034611,9.38590219833996,0.0308641975308642,0.0,224.75196787185064,-698869618
2025-04-23 00:38:08.395110,veh0,5,5.0,39.75137905110672,30.481889070429713,810.2399775057598,-3.7390956392106443,-0.24950963259366596,2.9468,214.83250778624623,-698869618
2025-04-23 00:38:08.395110,veh1,5,5.0,39.75143733578863,30.48194086667484,810.5287418744211,9.385902198337728,0.5058328456223362,1.0,224.75196787185064,-698869618
2025-04-23 00:38:09.395110,veh0,6,6.0,39.7513566290861,30.48187137204731,810.5346067564894,5.990643002454245,0.7820324140135956,2.9468,212.92009632184443,-698869618
2025-04-23 00:38:09.395110,veh1,6,6.0,39.75142333191122,30.481926641217406,810.6241231424017,4.804093174736212,0.7804397229606738,2.0,221.24853938868063,-698869618
2025-04-23 00:38:10.395110,veh0,7,7.0,39.75134068264712,30.48185911110967,810.8644325465075,9.099753235121256,0.31363960450897854,2.0865333333333336,212.29966626192936,-698869618
2025-04-23 00:38:10.395110,veh1,7,7.0,39.75140373347916,30.481910012593605,810.4541024580333,-3.7390956392106443,0.11498592339150714,2.6084739999999997,214.83250778624623,-698869618
2025-04-23 00:38:10.395110,veh2,7,7.0,39.75144381524373,30.481948733228943,810.3657414034611,9.38590219833996,0.0308641975308642,0.0,224.75196787185064,-698869618
2025-04-23 00:38:11.395110,veh0,8,8.0,39.75133237875942,30.481852726398415,811.0361847583331,9.09975323512349,0.0754817732992221,1.0865333333333336,212.29966626192936,-698869618
2025-04-23 00:38:11.395110,veh1,8,8.0,39.751385925471425,30.481894903095483,810.2996141126457,-3.7390956392106443,-0.3009447601234717,2.3701753333333344,214.83250778624623,-698869618
2025-04-23 00:38:11.395110,veh2,8,8.0,39.75143733578863,30.48194086667484,810.5287418744211,9.385902198337728,0.5058328456223362,1.0,224.75196787185064,-698869618
2025-04-23 00:38:12.395110,veh0,9,9.0,39.75133171742389,30.48185221790939,811.049863391966,9.099753235124698,-0.05267293019836693,0.08653333333333357,212.29966626193425,-698869618
2025-04-23 00:38:12.395110,veh1,9,9.0,39.75137563083435,30.481886168444902,810.2103059010714,-3.7390956392106443,-0.4316423232518066,1.3701753333333355,214.83250778624623,-698869618
2025-04-23 00:38:12.395110,veh2,9,9.0,39.75142333191122,30.481926641217406,810.6241231424017,4.804093174736212,0.7804397229606738,2.0,221.24853938868063,-698869618
2025-04-23 00:38:13.395110,veh0,10,10.0,39.75132341353587,30.481845833199753,811.2216156037915,9.099753235124698,0.5449781922293113,1.0865333333333336,212.29966626193425,-698869618
2025-04-23 00:38:13.395110,veh1,10,10.0,39.7513728419942,30.481883837874967,810.1992694677117,-3.4798003822807377,-0.15946947480644505,0.3701753333333355,214.7814813036319,-698869618
2025-04-23 00:38:13.395110,veh2,10,10.0,39.751414548781156,30.481919189019607,810.547927565974,-0.5599952117983633,-0.19627163117679386,1.1690000000000027,217.2192006845212,-698869618
2025-04-23 00:38:14.395110,veh0,11,11.0,39.75130881988379,30.481831070704473,811.3241376855906,4.597606715572856,0.8176467195374548,2.0865333333333336,217.58414287069522,-698869618
2025-04-23 00:38:14.395110,veh1,11,11.0,39.75136453810772,30.481877453157892,810.3710216795373,1.3610358122134039,0.22369770007879802,1.0865333333333351,213.83180010164756,-698869618
2025-04-23 00:38:14.395110,veh2,11,11.0,39.75141327902152,30.481918111670378,810.5369121233596,-1.331654553647051,-0.09589048143360607,0.16900000000000348,216.64090349720354,-698869618
2025-04-23 00:38:15.395110,veh0,12,12.0,39.75128900485304,30.48180826490717,811.2195909331195,-2.0128609114098728,0.43884296977392395,2.9468,223.15850696996318,:6562714290_0
2025-04-23 00:38:15.395110,veh1,12,12.0,39.75134859166931,30.48186519221752,810.7008474695554,9.099753235121256,1.1316521052878739,2.0865333333333345,212.29966626192936,-698869618
2025-04-23 00:38:15.395110,veh2,12,12.0,39.751405115493625,30.481911185186984,810.4660917353003,-3.7390956392106443,0.03252243229251305,1.0865333333333353,214.83250778624623,-698869618
2025-04-23 00:38:16.395110,veh0,13,13.0,39.75126515311994,30.481793577956168,811.1394142416415,-1.5670019896411176,0.1940368473337264,2.9468,206.93256677539546,:6562714290_0
2025-04-23 00:38:16.395110,veh1,13,13.0,39.751336333270714,30.481855766951448,810.9543922198569,9.099753235121256,0.41086424517148934,1.6039666666666619,212.29966626192936,-698869618
2025-04-23 00:38:16.395110,veh2,13,13.0,39.75138943859383,30.481897883861457,810.3300912134277,-3.7390956392111296,0.13171727540108694,2.0865333333333353,214.8325077862514,-698869618
2025-04-23 00:38:17.395110,veh0,14,14.0,39.751238954618714,30.481789822266308,811.0656002749141,-1.439620288324417,0.2578679740949999,2.9468,187.6553627591066,-698869617#1
